Servicer,Occupancy,PoolID,Original LTV,LOANSKEY,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Units,Scheduled Balance,Original Balance,Zip,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,,LPMI Fee Rate,abcde,City,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Seller,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,a dupe,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
WSS,Primary,3,100,816312,372500,382000,0,No Insurance,N,666,Full Documentation,N,10 Year ARM,Purchase,Condo,1,372500,372500,8854,111750,3/28/07,5/1/07,4/1/37,5/1/07,6.34,0.25,0.0105,0,New Jersey,Piscataway,Y,N,Conforming,120,360,240,1968.04,"1,968.04",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,"1,968.04",121,12,4/1/17,5/1/17,5,2,5,2.25,11.34,119,120,N,0
WSS,Secondary,2,46.46,817365,0,2600000,0,No Insurance,N,799,Full Asset/No Income,N,7 Year ARM,Rate-Term Refinance,Planned unit developments,1,1208000,1208000,80487,0,4/4/07,6/1/07,5/1/37,5/1/07,5.982,0.25,0.0105,0,Colorado,Steamboat Springs,Y,N,Jumbo,120,360,240,6021.88,"6,001.94",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,"6,001.94",85,12,5/1/14,6/1/14,5,2,5,2.25,10.98,84,85,N,0
WSS,Secondary,3,63.16,817371,950000,1000000,0,No Insurance,N,795,No Income Verifier,N,10 Year ARM,Purchase,Single Family Residence,1,600000,600000,8008,0,3/30/07,5/1/07,4/1/37,5/1/07,6.399,0.25,0.0105,0,New Jersey,Ship Bottom,Y,N,Jumbo,120,360,240,3199.5,"3,199.50",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,"3,199.50",121,12,4/1/17,5/1/17,5,2,5,2.25,11.4,119,120,N,0
WSS,Secondary,3,75,817395,720000,720000,0,No Insurance,N,759,Alternative,Y,10 Year ARM,Purchase,Condo,1,540000,540000,60602,0,4/9/07,6/1/07,5/1/37,5/1/07,6.337,0.25,0.0105,0,Illinois,Chicago,Y,N,Jumbo,120,360,240,2851.65,"2,851.65",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,"2,851.65",121,12,5/1/17,6/1/17,5,2,5,2.25,11.34,120,121,N,0
WSS,Investor,2,100,819697,158000,158000,0,No Insurance,N,756,Full Documentation,Y,7 Year ARM,Purchase,Condo,1,158000,158000,30327,47400,3/30/07,5/1/07,4/1/37,5/1/07,6.04,0.25,0.0105,0,Georgia,Atlanta,Y,N,Conforming,120,360,240,795.27,795.27,0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,795.27,85,12,4/1/14,5/1/14,5,2,5,2.25,11.04,83,84,N,0
WSS,Investor,3,65.22,770328,0,460000,0,No Insurance,N,792,Alternative,Y,10 Year ARM,Cash-out Refinance,Condo,1,300000,300000,81620,70000,3/22/07,5/1/07,4/1/37,5/1/07,6.78,0.25,0.0105,0,Colorado,Avon,Y,N,Conforming,120,360,240,1695,"1,695.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,"1,695.00",121,12,4/1/17,5/1/17,5,2,5,2.25,11.78,119,120,N,0
WSS,Primary,2,80,821959,315000,315000,0,No Insurance,N,678,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,1,252000,252000,98126,0,3/21/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,Washington,Seattle,Y,N,Conforming,120,360,240,1312.5,"1,312.50",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,"1,312.50",85,12,4/1/14,5/1/14,5,2,5,2.25,11.25,83,84,N,0
WSS,Primary,3,100,829487,509325,513000,0,No Insurance,N,807,Full Asset/No Income,N,10 Year ARM,Purchase,Condo,1,509325,509325,30326,152797.5,3/30/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,Georgia,Atlanta,Y,N,Jumbo,120,360,240,2599.68,"2,599.68",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,"2,599.68",121,12,4/1/17,5/1/17,5,2,5,2.25,11.13,119,120,N,0
WSS,Primary,3,80,773352,655000,655000,0,No Insurance,N,726,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,1,524000,524000,10801,0,3/30/07,5/1/07,4/1/37,5/1/07,6.75,0.25,0.0105,0,New York,New Rochelle,Y,N,Jumbo,120,360,240,2947.5,"2,947.50",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,"2,947.50",121,12,4/1/17,5/1/17,5,2,5,2.25,11.75,119,120,N,0
WSS,Primary,1,63.37,772593,819000,822500,0,No Insurance,N,815,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,519000,519000,92373,0,3/12/07,5/1/07,4/1/37,5/1/07,6.5,0.375,0.0105,0,California,Redlands,Y,N,Jumbo,120,360,240,2811.25,"2,811.25",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"2,811.25",61,12,4/1/12,5/1/12,5,2,5,2.25,11.5,59,60,N,0
WSS,Primary,1,100,804048,204000,210000,35,United Guaranty Insurance,N,753,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,204000,204000,53005,0,3/16/07,5/1/07,4/1/37,5/1/07,6.31,0.375,0.0105,0,Wisconsin,Brookfield,Y,N,Conforming,60,360,300,1072.7,"1,072.70",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"1,072.70",61,12,4/1/12,5/1/12,5,2,5,2.25,11.31,59,60,N,0
WSS,Primary,1,49.81,807294,1305065,1305065,0,No Insurance,N,786,Full Documentation,N,5 Year ARM,Construction,Single Family Residence,1,650000,650000,30342,0,3/19/07,5/1/07,4/1/37,5/1/07,5.25,0.375,0.0105,0,Georgia,Atlanta,Y,N,Jumbo,120,360,240,2843.75,"2,843.75",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"2,843.75",61,12,4/1/12,5/1/12,5,2,5,2.25,10.25,59,60,N,0
WSS,Primary,1,80,807307,216000,225000,0,No Insurance,N,725,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,172800,172800,8043,0,3/23/07,5/1/07,4/1/37,5/1/07,6.5,0.25,0.0105,0,New Jersey,Voorhees,Y,N,Conforming,120,360,240,936,936,0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,936,61,12,4/1/12,5/1/12,5,2,5,2.25,11.5,59,60,N,0
WSS,Primary,1,80,808401,691000,691000,0,No Insurance,N,782,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,552065.23,552800,37027,0,3/20/07,5/1/07,4/1/37,5/1/07,5.79,0.375,0.0105,0,Tennessee,Brentwood,N,N,Jumbo,0,360,360,3240.06,"3,240.06",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"3,240.06",61,12,4/1/12,5/1/12,5,2,5,2.25,10.79,59,60,N,0
WSS,Primary,1,80,809309,835000,835000,0,No Insurance,N,714,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,668000,668000,96734,0,3/13/07,5/1/07,4/1/37,5/1/07,5.79,0.375,0.0105,0,Hawaii,Kailua,Y,N,Jumbo,120,360,240,3223.1,"3,223.10",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"3,223.10",61,12,4/1/12,5/1/12,5,2,5,2.25,10.79,59,60,N,0
WSS,Primary,1,66.65,810105,0,650000,0,No Insurance,N,738,Stated Income/Stated Asset,N,5 Year ARM,Cash-out Refinance,Planned unit developments,1,432791.3,433233,80129,0,3/16/07,5/1/07,4/1/37,5/1/07,5.875,0.375,0.0105,0,Colorado,Highlands Ranch,N,N,Jumbo,0,360,360,2562.74,"2,562.74",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"2,562.74",61,12,4/1/12,5/1/12,5,2,5,2.25,10.88,59,60,N,0
WSS,Primary,1,73.58,810110,0,1590000,0,No Insurance,N,683,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,1,1170000,1170000,95033,0,3/9/07,5/1/07,4/1/37,5/1/07,6.125,0.375,0.0105,0,California,Los Gatos,Y,N,Jumbo,120,360,240,5971.88,"5,971.88",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"5,971.88",61,12,4/1/12,5/1/12,5,2,5,2.25,11.13,59,60,N,0
WSS,Primary,1,64.52,816323,0,3100000,0,No Insurance,N,735,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,1,2000000,2000000,7760,0,3/16/07,5/1/07,4/1/37,5/1/07,6.25,0.375,0.0105,0,New Jersey,Rumson,Y,N,Jumbo,120,360,240,10416.67,"10,416.67",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"10,416.67",61,12,4/1/12,5/1/12,5,2,5,2.25,11.25,59,60,N,0
WSS,Primary,1,39.6,810092,0,1200000,0,No Insurance,N,804,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,1,475175,475200,92660,0,3/14/07,5/1/07,4/1/37,5/1/07,6.25,0.375,0.0105,0,California,Newport Beach,Y,N,Jumbo,120,360,240,2475,"2,474.87",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"2,474.87",61,12,4/1/12,5/1/12,5,2,5,2.25,11.25,59,60,N,0
WSS,Primary,1,77.02,815854,0,775000,0,No Insurance,N,777,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,1,596912.48,596912.48,20137,0,3/26/07,5/1/07,4/1/37,5/1/07,5.75,0.375,0.0105,0,Virginia,Broad Run,Y,N,Jumbo,120,360,240,2860.21,"2,860.21",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"2,860.21",61,12,4/1/12,5/1/12,5,2,5,2.25,10.75,59,60,N,0
WSS,Primary,1,72.66,817389,0,800000,0,No Insurance,N,711,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,1,581250,581250,55045,0,3/21/07,5/1/07,4/1/37,5/1/07,6.125,0.375,0.0105,0,Minnesota,Lindstrom,Y,N,Jumbo,120,360,240,2966.8,"2,966.80",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"2,966.80",61,12,4/1/12,5/1/12,5,2,5,2.25,11.13,59,60,N,0
WSS,Primary,1,80,817405,1095000,1095000,0,No Insurance,N,741,Full Documentation,N,5 Year ARM,Purchase,Condo,1,876000,876000,98102,0,3/12/07,5/1/07,4/1/37,5/1/07,6.083,0.375,0.0105,0,Washington,Seattle,Y,N,Jumbo,120,360,240,4440.59,"4,440.59",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"4,440.59",61,12,4/1/12,5/1/12,5,2,5,2.25,11.08,59,60,N,0
WSS,Primary,1,80,819713,580000,580000,0,No Insurance,N,789,Full Documentation,N,5 Year ARM,Purchase,Condo,1,464000,464000,92129,0,3/15/07,5/1/07,4/1/37,5/1/07,5.875,0.375,0.0105,0,California,San Diego,Y,N,Jumbo,120,360,240,2271.67,"2,271.67",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"2,271.67",61,12,4/1/12,5/1/12,5,2,5,2.25,10.88,59,60,N,0
WSS,Primary,1,77.42,836613,775000,775000,0,No Insurance,N,758,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,1,599402.7,600000,92064,0,3/12/07,5/1/07,4/1/37,5/1/07,6,0.375,0.0105,0,California,Poway,N,N,Jumbo,0,360,360,3597.3,"3,597.30",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"3,597.30",61,12,4/1/12,5/1/12,5,2,5,2.75,11,59,60,N,0
WSS,Primary,1,80,810137,193900,193900,0,No Insurance,N,757,Full Documentation,N,5 Year ARM,Purchase,Condo,1,155120,155120,1757,0,3/30/07,5/1/07,4/1/37,5/1/07,6.333,0.25,0.0105,0,Massachusetts,Milford,Y,N,Conforming,120,360,240,818.65,818.65,0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,818.65,61,12,4/1/12,5/1/12,5,2,5,2.25,11.33,59,60,N,0
WSS,Primary,1,80,830996,715990,720000,0,No Insurance,N,721,Full Documentation,N,5 Year ARM,Purchase,Condo,1,572792,572792,94608,0,3/28/07,5/1/07,4/1/37,5/1/07,6.375,0.375,0.0105,0,California,Oakland,Y,N,Jumbo,120,360,240,3042.96,"3,042.96",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"3,042.96",61,12,4/1/12,5/1/12,5,2,5,2.25,11.38,59,60,N,0
WSS,Secondary,1,57.14,839373,1900000,1750000,0,No Insurance,N,785,Full Documentation,N,5 Year ARM,Purchase,Condotel,1,1000000,1000000,84060,0,4/2/07,6/1/07,5/1/37,5/1/07,6.21,0.375,0.0105,0,Utah,Park City,Y,N,Jumbo,120,360,240,5175,"5,175.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"5,175.00",61,12,5/1/12,6/1/12,5,2,5,2.25,11.21,60,61,N,0
WSS,Secondary,2,100,649833,275000,275000,0,No Insurance,N,652,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,1,275000,275000,52753,96250,9/29/06,11/1/06,10/1/36,5/1/07,6.59,0.25,0.0105,0,Iowa,Le Claire,Y,N,Conforming,120,360,240,1510.21,"1,510.21",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,"1,510.21",85,12,10/1/13,11/1/13,5,2,5,2.25,11.59,77,78,N,0
WSS,Primary,1,80,729705,0,599000,0,No Insurance,N,701,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,1,474926.56,479200,95688,0,5/4/05,7/1/05,6/1/35,5/1/07,5.75,0.375,0.0105,0,California,Vacaville,Y,N,Jumbo,60,360,300,2296.17,"2,275.01",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"2,275.01",61,12,6/1/10,7/1/10,5,2,5,2.25,10.75,37,38,N,0
WSS,Primary,3,37.23,809301,805801,810000,0,No Insurance,N,797,Full Asset/No Income,N,10 Year ARM,Construction,Single Family Residence,1,300000,300000,70420,0,10/19/05,4/1/07,3/1/37,5/1/07,6.54,0.25,0.0105,0,Louisiana,Abita Springs,Y,N,Conforming,120,360,240,1635,"1,635.00",0,0,0,0,1st Lien,WSS,Libor - 6 Month,120,6,"1,635.00",121,6,3/1/17,4/1/17,5,1,5,2,11.54,118,119,N,0
WSS,Investor,2,80,819209,0,465000,0,No Insurance,N,763,Full Documentation,N,7 Year ARM,Rate-Term Refinance,Planned unit developments,1,371866.48,372000,94521,0,8/18/06,10/1/06,9/1/36,5/1/07,6.875,0.25,0.0105,0,California,Concord,Y,N,Conforming,120,360,240,2131.25,"2,130.49",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,"2,130.49",85,12,9/1/13,10/1/13,5,2,5,2.25,11.88,76,77,N,0
WSS,Primary,2,24.48,841555,0,4085000,0,No Insurance,N,642,Full Documentation,Y,7 Year ARM,Cash-out Refinance,Single Family Residence,1,1000000,1000000,11560,0,10/19/06,12/1/06,11/1/36,5/1/07,6.25,0.375,0.0105,0,New York,Locust Valley,Y,N,Jumbo,120,360,240,5208.33,"5,208.33",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,"5,208.33",85,12,11/1/13,12/1/13,5,2,5,2.25,11.25,78,79,N,0
WSS,Primary,1,65.81,799382,585000,799500,0,No Insurance,N,721,Full Documentation,N,5 Year ARM,Construction,Planned unit developments,1,385000,385000,23430,0,6/14/06,5/1/07,4/1/37,5/1/07,5.08,0.25,0.0105,0,Virginia,Smithfield,Y,N,Conforming,60,360,300,1629.83,"1,629.83",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,"1,629.83",61,12,4/1/12,5/1/12,5,2,5,2.25,10.08,59,60,N,0
WSS,Investor,2,70,616673,217400,223000,0,No Insurance,N,672,Full Documentation,N,7 Year ARM,Purchase,Condo,1,150914.59,152180,89118,0,7/28/06,9/1/06,8/1/36,5/1/07,6.5,0.25,0.0105,0,Nevada,Las Vegas,N,N,Conforming,0,360,360,961.88,961.89,0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,961.89,85,12,8/1/13,9/1/13,5,2,5,2.25,11.5,75,76,N,0
WSS,Investor,3,76.36,446405,0,275000,0,No Insurance,N,627,Full Documentation,N,10 Year ARM,Rate-Term Refinance,Planned unit developments,1,209000,210000,34786,17500,5/22/06,7/1/06,6/1/36,5/1/07,6.54,0.25,0.0105,0,Florida,Windermere,Y,N,Conforming,120,360,240,1144.5,"1,139.05",0,0,0,0,1st Lien,WSS,Libor - 6 Month,120,6,"1,139.05",121,6,6/1/16,7/1/16,5,1,5,2,11.54,109,110,N,0
