LOANSKEY,Servicer,PoolID,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Seller,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
770328,WSS,3,65.22,0,460000,0,No Insurance,N,792,Alternative,Y,10 Year ARM,Cash-out Refinance,Condo,Investor,1,300000,300000,70000,3/22/07,5/1/07,4/1/37,5/1/07,6.78,0.25,0.0105,0,Colorado,Avon,81620,Y,N,Conforming,120,360,240,1695,"1,695.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.78,119,120,N,0
821959,WSS,2,80,315000,315000,0,No Insurance,N,678,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,Primary,1,252000,252000,0,3/21/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,Washington,Seattle,98126,Y,N,Conforming,120,360,240,1312.5,"1,312.50",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.25,83,84,N,0
829487,WSS,3,100,509325,513000,0,No Insurance,N,807,Full Asset/No Income,N,10 Year ARM,Purchase,Condo,Primary,1,509325,509325,152797.5,3/30/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,Georgia,Atlanta,30326,Y,N,Jumbo,120,360,240,2599.68,"2,599.68",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.13,119,120,N,0
773352,WSS,3,80,655000,655000,0,No Insurance,N,726,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,524000,524000,0,3/30/07,5/1/07,4/1/37,5/1/07,6.75,0.25,0.0105,0,New York,New Rochelle,10801,Y,N,Jumbo,120,360,240,2947.5,"2,947.50",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.75,119,120,N,0
772593,WSS,1,63.37,819000,822500,0,No Insurance,N,815,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,Primary,1,519000,519000,0,3/12/07,5/1/07,4/1/37,5/1/07,6.5,0.375,0.0105,0,California,Redlands,92373,Y,N,Jumbo,120,360,240,2811.25,"2,811.25",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.5,59,60,N,0
804048,WSS,1,100,204000,210000,35,United Guaranty Insurance,N,753,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,Primary,1,204000,204000,0,3/16/07,5/1/07,4/1/37,5/1/07,6.31,0.375,0.0105,0,Wisconsin,Brookfield,53005,Y,N,Conforming,60,360,300,1072.7,"1,072.70",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.31,59,60,N,0
807294,WSS,1,49.81,1305065,1305065,0,No Insurance,N,786,Full Documentation,N,5 Year ARM,Construction,Single Family Residence,Primary,1,650000,650000,0,3/19/07,5/1/07,4/1/37,5/1/07,5.25,0.375,0.0105,0,Georgia,Atlanta,30342,Y,N,Jumbo,120,360,240,2843.75,"2,843.75",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,10.25,59,60,N,0
807307,WSS,1,80,216000,225000,0,No Insurance,N,725,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,Primary,1,172800,172800,0,3/23/07,5/1/07,4/1/37,5/1/07,6.5,0.25,0.0105,0,New Jersey,Voorhees,8043,Y,N,Conforming,120,360,240,936,936,0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.5,59,60,N,0
808401,WSS,1,80,691000,691000,0,No Insurance,N,782,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,Primary,1,552065.23,552800,0,3/20/07,5/1/07,4/1/37,5/1/07,5.79,0.375,0.0105,0,Tennessee,Brentwood,37027,N,N,Jumbo,0,360,360,3240.06,"3,240.06",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,10.79,59,60,N,0
809309,WSS,1,80,835000,835000,0,No Insurance,N,714,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,Primary,1,668000,668000,0,3/13/07,5/1/07,4/1/37,5/1/07,5.79,0.375,0.0105,0,Hawaii,Kailua,96734,Y,N,Jumbo,120,360,240,3223.1,"3,223.10",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,10.79,59,60,N,0
810105,WSS,1,66.65,0,650000,0,No Insurance,N,738,Stated Income/Stated Asset,N,5 Year ARM,Cash-out Refinance,Planned unit developments,Primary,1,432791.3,433233,0,3/16/07,5/1/07,4/1/37,5/1/07,5.875,0.375,0.0105,0,Colorado,Highlands Ranch,80129,N,N,Jumbo,0,360,360,2562.74,"2,562.74",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,10.88,59,60,N,0
810110,WSS,1,73.58,0,1590000,0,No Insurance,N,683,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,1170000,1170000,0,3/9/07,5/1/07,4/1/37,5/1/07,6.125,0.375,0.0105,0,California,Los Gatos,95033,Y,N,Jumbo,120,360,240,5971.88,"5,971.88",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.13,59,60,N,0
816323,WSS,1,64.52,0,3100000,0,No Insurance,N,735,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,2000000,2000000,0,3/16/07,5/1/07,4/1/37,5/1/07,6.25,0.375,0.0105,0,New Jersey,Rumson,7760,Y,N,Jumbo,120,360,240,10416.67,"10,416.67",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.25,59,60,N,0
810092,WSS,1,39.6,0,1200000,0,No Insurance,N,804,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,Primary,1,475175,475200,0,3/14/07,5/1/07,4/1/37,5/1/07,6.25,0.375,0.0105,0,California,Newport Beach,92660,Y,N,Jumbo,120,360,240,2475,"2,474.87",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.25,59,60,N,0
815854,WSS,1,77.02,0,775000,0,No Insurance,N,777,Full Documentation,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,Primary,1,596912.48,596912.48,0,3/26/07,5/1/07,4/1/37,5/1/07,5.75,0.375,0.0105,0,Virginia,Broad Run,20137,Y,N,Jumbo,120,360,240,2860.21,"2,860.21",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,10.75,59,60,N,0
817389,WSS,1,72.66,0,800000,0,No Insurance,N,711,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,581250,581250,0,3/21/07,5/1/07,4/1/37,5/1/07,6.125,0.375,0.0105,0,Minnesota,Lindstrom,55045,Y,N,Jumbo,120,360,240,2966.8,"2,966.80",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.13,59,60,N,0
817405,WSS,1,80,1095000,1095000,0,No Insurance,N,741,Full Documentation,N,5 Year ARM,Purchase,Condo,Primary,1,876000,876000,0,3/12/07,5/1/07,4/1/37,5/1/07,6.083,0.375,0.0105,0,Washington,Seattle,98102,Y,N,Jumbo,120,360,240,4440.59,"4,440.59",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.08,59,60,N,0
819713,WSS,1,80,580000,580000,0,No Insurance,N,789,Full Documentation,N,5 Year ARM,Purchase,Condo,Primary,1,464000,464000,0,3/15/07,5/1/07,4/1/37,5/1/07,5.875,0.375,0.0105,0,California,San Diego,92129,Y,N,Jumbo,120,360,240,2271.67,"2,271.67",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,10.88,59,60,N,0
836613,WSS,1,77.42,775000,775000,0,No Insurance,N,758,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,Primary,1,599402.7,600000,0,3/12/07,5/1/07,4/1/37,5/1/07,6,0.375,0.0105,0,California,Poway,92064,N,N,Jumbo,0,360,360,3597.3,"3,597.30",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.75,11,59,60,N,0
810137,WSS,1,80,193900,193900,0,No Insurance,N,757,Full Documentation,N,5 Year ARM,Purchase,Condo,Primary,1,155120,155120,0,3/30/07,5/1/07,4/1/37,5/1/07,6.333,0.25,0.0105,0,Massachusetts,Milford,1757,Y,N,Conforming,120,360,240,818.65,818.65,0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.33,59,60,N,0
830996,WSS,1,80,715990,720000,0,No Insurance,N,721,Full Documentation,N,5 Year ARM,Purchase,Condo,Primary,1,572792,572792,0,3/28/07,5/1/07,4/1/37,5/1/07,6.375,0.375,0.0105,0,California,Oakland,94608,Y,N,Jumbo,120,360,240,3042.96,"3,042.96",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,11.38,59,60,N,0
839373,WSS,1,57.14,1900000,1750000,0,No Insurance,N,785,Full Documentation,N,5 Year ARM,Purchase,Condotel,Secondary,1,1000000,1000000,0,4/2/07,6/1/07,5/1/37,5/1/07,6.21,0.375,0.0105,0,Utah,Park City,84060,Y,N,Jumbo,120,360,240,5175,"5,175.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,5/1/12,6/1/12,5,2,5,2.25,11.21,60,61,N,0
649833,WSS,2,100,275000,275000,0,No Insurance,N,652,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,Secondary,1,275000,275000,96250,9/29/06,11/1/06,10/1/36,5/1/07,6.59,0.25,0.0105,0,Iowa,Le Claire,52753,Y,N,Conforming,120,360,240,1510.21,"1,510.21",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,10/1/13,11/1/13,5,2,5,2.25,11.59,77,78,N,0
729705,WSS,1,80,0,599000,0,No Insurance,N,701,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,474926.56,479200,0,5/4/05,7/1/05,6/1/35,5/1/07,5.75,0.375,0.0105,0,California,Vacaville,95688,Y,N,Jumbo,60,360,300,2296.17,"2,275.01",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,6/1/10,7/1/10,5,2,5,2.25,10.75,37,38,N,0
809301,WSS,3,37.23,805801,810000,0,No Insurance,N,797,Full Asset/No Income,N,10 Year ARM,Construction,Single Family Residence,Primary,1,300000,300000,0,10/19/05,4/1/07,3/1/37,5/1/07,6.54,0.25,0.0105,0,Louisiana,Abita Springs,70420,Y,N,Conforming,120,360,240,1635,"1,635.00",0,0,0,0,1st Lien,WSS,Libor - 6 Month,120,6,121,6,3/1/17,4/1/17,5,1,5,2,11.54,118,119,N,0
819209,WSS,2,80,0,465000,0,No Insurance,N,763,Full Documentation,N,7 Year ARM,Rate-Term Refinance,Planned unit developments,Investor,1,371866.48,372000,0,8/18/06,10/1/06,9/1/36,5/1/07,6.875,0.25,0.0105,0,California,Concord,94521,Y,N,Conforming,120,360,240,2131.25,"2,130.49",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,9/1/13,10/1/13,5,2,5,2.25,11.88,76,77,N,0
841555,WSS,2,24.48,0,4085000,0,No Insurance,N,642,Full Documentation,Y,7 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,1000000,1000000,0,10/19/06,12/1/06,11/1/36,5/1/07,6.25,0.375,0.0105,0,New York,Locust Valley,11560,Y,N,Jumbo,120,360,240,5208.33,"5,208.33",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,11/1/13,12/1/13,5,2,5,2.25,11.25,78,79,N,0
799382,WSS,1,65.81,585000,799500,0,No Insurance,N,721,Full Documentation,N,5 Year ARM,Construction,Planned unit developments,Primary,1,385000,385000,0,6/14/06,5/1/07,4/1/37,5/1/07,5.08,0.25,0.0105,0,Virginia,Smithfield,23430,Y,N,Conforming,60,360,300,1629.83,"1,629.83",0,0,0,0,1st Lien,WSS,Libor - 1 Year,60,12,61,12,4/1/12,5/1/12,5,2,5,2.25,10.08,59,60,N,0
616673,WSS,2,70,217400,223000,0,No Insurance,N,672,Full Documentation,N,7 Year ARM,Purchase,Condo,Investor,1,150914.59,152180,0,7/28/06,9/1/06,8/1/36,5/1/07,6.5,0.25,0.0105,0,Nevada,Las Vegas,89118,N,N,Conforming,0,360,360,961.88,961.89,0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,8/1/13,9/1/13,5,2,5,2.25,11.5,75,76,N,0
446405,WSS,3,76.36,0,275000,0,No Insurance,N,627,Full Documentation,N,10 Year ARM,Rate-Term Refinance,Planned unit developments,Investor,1,209000,210000,17500,5/22/06,7/1/06,6/1/36,5/1/07,6.54,0.25,0.0105,0,Florida,Windermere,34786,Y,N,Conforming,120,360,240,1144.5,"1,139.05",0,0,0,0,1st Lien,WSS,Libor - 6 Month,120,6,121,6,6/1/16,7/1/16,5,1,5,2,11.54,109,110,N,0
