rubbish -->,http://www.sec.gov/xxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,132,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406,1000383,0.0025,,,9999999,Group 2,1540007493,1,1,0,406,9,,,,,,1,4,0,,406,,,0,,20121024,501000,0.04125,360,360,20121201,406,1,0,0,,499585.75,0.04125,2428.1,20130101,0,,406,,,,,,,,,,,406,,,,,,,,,,,406,,,,,,,,0,,212,406,1,,0,,2,,5,1,,,406,,,,,,802,,,,,406,,,,,,,,0,,,406,15022.88,0,10781.67,0,15022.88,25804.55,1,5,,3,406,,4,,35585.39,4713.23,0.182651,,,,406,Jacksonville,FL,32225,1,1,,655000,3,20120913,406,,,,,,,,0.7648,0.7648,0,0,0,406,,,,,,,,,,,406,,,,,,,,,,12,406,,0,20421101,15022.88,0,0,0,406,0,0,Full,Two Years,Two Months
,407,1000383,0.0025,,,9999999,Group 2,1650005264,1,1,0,407,9,,,,,,1,0,0,,407,,,0,,20120920,583000,0.04,360,360,20121101,407,1,0,0,,580471.59,0.04,2783.33,20130101,0,,407,,,,,,,,,,,407,,,,,,,,,,,407,,,,,,,,0,,224,407,1,,0,,4,0,6.75,1,,,407,,,,,,764,,,,,407,,,,,,,,0,,,407,6875,8155.68,0,0,15030.68,15030.68,1,5,,3,407,,4,,231812.69,4063.59,0.270353,,,,407,JACKSONVILLE,FL,32224,7,1,,1150000,3,20120723,407,,,,,,,,0.5069,0.5069,0,0,0,407,,,,,,,,,,,407,,,,,,,,,,4,407,20,0,20421001,6875,0,0,8155.68,407,0,0,Full,Two Years,Two Months
,408,1000383,0.0025,,,9999999,Group 2,1650005267,1,1,0,408,9,,,,,,1,0,0,,408,,,0,,20120906,608000,0.045,360,360,20121101,408,1,0,0,,605589.04,0.045,3080.65,20130101,0,,408,,,,,,,,,,,408,,,,,,,,,,,408,,,,,,,,0,,303,408,1,,0,,15.2,0,5.5,1,,,408,,,,,,767,,,,,408,,,,,,,,0,,,408,36250,0,0,0,36250,36250,1,5,,3,408,,4,,222949.97,5960.88,0.164438,,,,408,Jacksonville,FL,32224,1,1,,979000,3,20120607,408,,,,,,,,0.621,0.621,0,0,0,408,,,,,,,,,,,408,,,,,,,,,,16,408,0,0,20421001,36250,0,0,0,408,0,0,Full,Two Years,Two Months
,409,1000383,0.0025,,,9999999,Group 2,1650005484,1,1,0,409,9,,,,,,2,0,0,,409,,,0,,20120821,963000,0.04375,360,360,20121001,409,1,0,0,,957782.85,0.04375,4808.12,20130101,0,,409,,,,,,,,,,,409,,,,,,,,,,,409,,,,,,,,0,,59,409,3,,0,,0.8,0,3,1,,,409,,,,,,799,,,,,409,,,,,,,,0,,,409,12500,0,6901,0,12500,19401,1,5,,3,409,,4,,2734075.26,7904.18,0.407411,,,,409,PONTE VEDRA BEACH,FL,32082,1,1,,2320000,3,20120801,409,,,,,,,,0.415,0.415,0,0,0,409,,,,,,,,,,,409,,,,,,,,,,21,409,0,0,20420901,12500,0,0,0,409,0,0,Full,Two Years,Two Months
,410,1000383,0.0025,,,9999999,Group 2,1650005670,1,1,0,410,9,,,,,,1,0,0,,410,,,200000,,20120926,707000,0.04375,360,360,20121201,410,1,0,0,,705091.84,0.04375,3529.95,20130101,0,,410,,,,,,,,,,,410,,,,,,,,,,,410,,,,,,,,0,,101,410,1,,0,,7.5,,9,1,,,410,,,,,,786,,,,,410,,,,,,,,0,,,410,21248.93,0,0,0,21248.93,21248.93,1,5,,3,410,,4,,1094386.55,5743.39,0.270291,,,,410,PONTE VEDRA,FL,32082,12,1,,1600000,3,20120728,410,,,,,,,,0.5668,0.4418,0,0,0,410,,,,,,,,,,,410,,,,,,,,,,17,410,,200000,20421101,21248.93,0,0,0,410,0,0,Full,Two Years,Two Months
,411,1000383,0.0025,,,9999999,Group 2,1650005802,1,1,0,411,9,,,,,,2,0,0,,411,,,0,,20121001,870000,0.0425,360,360,20121201,411,1,0,0,,867598.5,0.0425,4279.88,20130101,0,,411,,,,,,,,,,,411,,,,,,,,,,,411,,,,,,,,0,,380,411,1,,1,,24,,24,1,,,411,,,,,,789,,,,,411,,,,,,,,0,,,411,9241.25,0,10224.41,0,9241.25,19465.66,1,5,,3,411,,4,,1019428.73,5252.79,0.269849,,,,411,PONTE VEDRA BEACH,FL,32082,1,1,,2507000,3,20120814,411,,,,,,,,0.347,0.347,0,0,0,411,,,,,,,,,,,411,,,,,,,,,,24,411,,0,20421101,9241.25,0,0,0,411,0,0,Full,Two Years,Two Months
,412,1000383,0.0025,,,9999999,Group 2,1650005810,1,1,0,412,9,,,,,,1,0,0,,412,,,0,,20120914,688000,0.04375,360,360,20121101,412,1,0,0,,685209.6,0.04375,3435.08,20130101,0,,412,,,,,,,,,,,412,,,,,,,,,,,412,,,,,,,,0,,490,412,2,,0,,11.6,11.4,1,1,,,412,,,,,,809,,,,,412,,,,,,,,0,,,412,9072,9072,0,0,18144,18144,1,5,,3,412,,4,,260340.33,6161.7,0.3396,,,,412,SAINT AUGUSTINE,FL,32080,7,1,,1024000,3,20120808,412,,,,,,,,0.6718,0.6718,0,0,0,412,,,,,,,,,,,412,,,,,,,,,,11.6,412,11.4,0,20421001,9072,0,0,9072,412,0,0,Full,Two Years,Two Months
,413,1000383,0.0025,,,9999999,Group 2,1650005835,1,1,0,413,9,,,,,,2,4,0,,413,,,0,,20120917,694000,0.04375,360,360,20121101,413,1,0,0,,691185.28,0.04375,3465.04,20130101,0,,413,,,,,,,,,,,413,,,,,,,,,,,413,,,,,,,,0,,343,413,1,,1,,0.5,,10,1,,,413,,,,,,752,,,,,413,,,,,,,,0,,,413,0,0,99438.29,0,0,99438.29,1,5,,3,413,,4,,237918.86,8297.03,0.083439,,,,413,FERNANDINA BEACH,FL,32034,1,1,,1300000,3,20120813,413,,,,,,,,0.5338,0.5338,0,0,0,413,,,,,,,,,,,413,,,,,,,,,,25,413,,0,20421001,0,0,99438.29,0,413,0,0,Full,Two Years,Two Months
,414,1000383,0.0025,,,9999999,Group 2,1650005983,1,1,0,414,9,,,,,,2,1,0,,414,,,0,,20120928,870000,0.03875,360,360,20121101,414,1,0,0,,866142.52,0.03875,4091.06,20130101,0,,414,,,,,,,,,,,414,,,,,,,,,,,414,,,,,,,,0,,504,414,1,,0,,5,10,1,1,,,414,,,,,,787,,,,,414,,,,,,,,0,,,414,12500,9888.08,0,0,22388.08,22388.08,1,5,,3,414,,4,,185344.79,5337.68,0.238416,,,,414,Atlanta,GA,30339,7,1,,1160000,3,20120814,414,,,,,,,,0.75,0.75,0,0,0,414,,,,,,,,,,,414,,,,,,,,,,8,414,17,0,20421001,12500,0,0,9888.08,414,0,0,Full,Two Years,Two Months
,415,1000383,0.0025,,,9999999,Group 2,1650006021,1,1,0,415,9,,,,,,1,0,0,,415,,,0,,20120904,570000,0.04,360,360,20121101,415,1,0,0,,567527.98,0.04,2721.27,20130101,0,,415,,,,,,,,,,,415,,,,,,,,,,,415,,,,,,,,0,,28,415,1,,0,,8,5,2.75,1,,,415,,,,,,804,,,,,415,,,,,,,,0,,,415,8883.34,4683.34,0,0,13566.68,13566.68,1,5,,3,415,,4,,55386.97,3695.92,0.272426,,,,415,Atlanta,GA,30338,7,1,,831000,3,20120804,415,,,,,,,,0.6859,0.6859,0,0,0,415,,,,,,,,,,,415,,,,,,,,,,15,415,13,0,20421001,8883.34,0,0,4683.34,415,0,0,Full,Two Years,Two Months
,416,1000383,0.0025,,,9999999,Group 2,1650006106,1,1,0,416,9,,,,,,1,0,0,,416,,,0,,20120904,931000,0.0425,360,360,20121101,416,1,0,0,,927138.35,0.0425,4579.96,20130101,0,,416,,,,,,,,,,,416,,,,,,,,,,,416,,,,,,,,0,,227,416,1,,1,,8.6,5.6,2,1,,,416,,,,,,770,,,,,416,,,,,,,,0,,,416,13120,7417,0,0,20537,20537,1,5,,3,416,,4,,85345.26,6443.38,0.313745,,,,416,dunwoody,GA,30338,1,1,,1350000,3,20120710,416,,,,,,,,0.6896,0.6896,0,0,0,416,,,,,,,,,,,416,,,,,,,,,,10,416,7,0,20421001,13120,0,0,7417,416,0,0,Full,Two Years,Two Months
,417,1000383,0.0025,,,9999999,Group 2,1650006197,1,1,0,417,9,,,,,,1,0,0,,417,,,0,,20120926,978000,0.04,360,360,20121101,417,1,0,0,,973758.53,0.04,4669.12,20130101,0,,417,,,,,,,,,,,417,,,,,,,,,,,417,,,,,,,,0,,427,417,1,,0,,10,14,2,1,,,417,,,,,,724,,,,,417,,,,,,,,0,,,417,6842.9,27000,0,0,33842.9,33842.9,1,5,,3,417,,4,,580100.06,7168.1,0.211805,,,,417,ATLANTA,GA,30327,1,1,,1650000,3,20120828,417,,,,,,,,0.5927,0.5927,0,0,0,417,,,,,,,,,,,417,,,,,,,,,,10,417,16,0,20421001,6842.9,0,0,27000,417,0,0,Full,Two Years,Two Months
,418,1000383,0.0025,,,9999999,Group 2,1650006373,1,1,0,418,7,,,,,,1,0,0,,418,,,0,,20120918,954750,0.0425,360,360,20121101,418,1,0,0,,950789.83,0.0425,4696.8,20130101,0,,418,,,,,,,,,,,418,,,,,,,,,,,418,,,,,,,,0,,497,418,2,,0,,4.9,0,0,1,,,418,,,,,,790,,,,,418,,,,,,,,0,,,418,17000,0,20.56,0,17000,17020.56,1,5,,3,418,,4,,87140.99,6119.01,0.359507,,,44.38,418,ATLANTA,GA,30324,1,1,1273000,1300000,3,20120822,418,,,,,,,,0.75,0.75,0,0,0,418,,,,,,,,,,,418,,,,,,,,,,14,418,0,0,20421001,17000,0,0,0,418,0,0,Full,Two Years,Two Months
,419,1000383,0.0025,,,9999999,Group 2,1650006669,1,1,0,419,9,,,,,,2,4,0,,419,,,199999,,20121018,521000,0.04,360,360,20121201,419,1,0,0,,519496.17,0.04,2487.33,20130101,0,,419,,,,,,,,,,,419,,,,,,,,,,,419,,,,,,,,0,,34,419,2,,0,,39,4,22,1,,,419,,,,,,800,,,,,419,,,,,,,,0,,,419,16666.67,431.66,2476.44,1788.53,17098.33,21363.3,1,5,,3,419,,4,,1498323.99,7059.67,0.330458,,,,419,Duluth,GA,30097,1,1,,1270000,3,20120917,419,,,,,,,,0.5677,0.4102,0,0,0,419,,,,,,,,,,,419,,,,,,,,,,39,419,4,175200,20421101,16666.67,0,0,431.66,419,0,0,Full,Two Years,Two Months
,420,1000383,0.0025,,,9999999,Group 2,1650006800,1,1,0,420,7,,,,,,1,0,0,,420,,,0,,20121024,625000,0.0425,360,360,20121201,420,1,0,0,,623274.79,0.0425,3074.62,20130101,0,,420,,,,,,,,,,,420,,,,,,,,,,,420,,,,,,,,0,,357,420,2,,0,,2,9,0,1,,,420,,,,,,723,,,,,420,,,,,,,,0,,,420,9584.84,5687.75,0,0,15272.59,15272.59,1,5,,3,420,,4,,190885.04,4977.2,0.325891,,,100,420,Hilton Head Island,SC,29928,1,1,875000,876000,3,20120919,420,,,,,,,,0.7142,0.7142,0,0,0,420,,,,,,,,,,,420,,,,,,,,,,20,420,10,0,20421101,9584.84,0,0,5687.75,420,0,0,Full,Two Years,Two Months
,421,1000383,0.0025,,,9999999,Group 2,1650007103,1,1,0,421,9,,,,,,1,0,0,,421,,,0,,20121022,999750,0.0425,360,360,20121201,421,1,0,0,,996990.34,0.0425,4918.17,20130101,0,,421,,,,,,,,,,,421,,,,,,,,,,,421,,,,,,,,0,,526,421,1,,0,,3.5,4.5,4,1,,,421,,,,,,734,,,,,421,,,,,,,,0,,,421,9071.96,9152.42,0,0,18224.38,18224.38,1,5,,3,421,,4,,174096.63,6581.84,0.361156,,,,421,Salem,SC,29676,1,1,,1600000,3,20120927,421,,,,,,,,0.6248,0.6248,0,0,0,421,,,,,,,,,,,421,,,,,,,,,,13,421,13,0,20421101,9071.96,0,0,9152.42,421,0,0,Full,Two Years,Two Months
,422,1000383,0.0025,,,9999999,Group 2,1650007480,1,1,0,422,9,,,,,,2,4,0,,422,,,0,,20121018,644000,0.04125,360,360,20121201,422,1,0,0,,642182.1,0.04125,3121.14,20130101,0,,422,,,,,,,,,,,422,,,,,,,,,,,422,,,,,,,,0,,91,422,1,,0,,7,7,3.25,1,,,422,,,,,,779,,,,,422,,,,,,,,0,,,422,30275.83,6242.24,0,0,36518.07,36518.07,1,5,,3,422,,4,,63968.21,8568.31,0.234632,,,,422,Greenville,SC,29607,7,1,,925000,3,20120822,422,,,,,,,,0.6962,0.6962,0,0,0,422,,,,,,,,,,,422,,,,,,,,,,13,422,13,0,20421101,30275.83,0,0,6242.24,422,0,0,Full,Two Years,Two Months
,423,1000383,0.0025,,,9999999,Group 2,1650007631,1,1,0,423,7,,,,,,1,0,0,,423,,,0,,20121019,925000,0.04,360,360,20121201,423,1,0,0,,922330.04,0.04,4416.09,20130101,0,,423,,,,,,,,,,,423,,,,,,,,,,,423,,,,,,,,0,,409,423,2,,0,,17,1,0,1,,,423,,,,,,779,,,,,423,,,,,,,,0,,,423,10790,6041.67,1952.5,0,16831.67,18784.17,1,5,,3,423,,4,,201605.77,7215.86,0.384146,,,100,423,Mooresville,NC,28117,7,1,1335595,1335595,3,20121006,423,,,,,,,,0.6925,0.6925,0,0,0,423,,,,,,,,,,,423,,,,,,,,,,17,423,8,0,20421101,10790,0,0,6041.67,423,0,0,Full,Two Years,Two Months
,424,1000383,0.0025,,,9999999,Group 2,1650007957,1,1,0,424,9,,,,,,1,4,0,,424,,,0,,20121119,701500,0.03875,360,360,20130101,424,1,0,0,,700466.55,0.03875,3298.71,20130101,0,,424,,,,,,,,,,,424,,,,,,,,,,,424,,,,,,,,0,,300,424,1,,0,,7,,7,1,,,424,,,,,,780,,,,,424,,,,,,,,0,,,424,10045,0,0,4874.33,10045,14919.33,1,5,,3,424,,4,,217690.79,5390.16,0.361287,,,,424,RALEIGH,NC,27614,1,1,,1175000,3,20121003,424,,,,,,,,0.597,0.597,0,0,0,424,,,,,,,,,,,424,,,,,,,,,,15,424,,0,20421201,10045,0,0,0,424,0,0,Full,Two Years,Two Months
,425,1000383,0.0025,,,9999999,Group 2,1700005958,1,1,0,425,9,,,,,,2,0,0,,425,,,0,,20120814,655000,0.04125,360,360,20121001,425,1,0,0,,651263.63,0.04125,3174.46,20130101,0,,425,,,,,,,,,,,425,,,,,,,,,,,425,,,,,,,,0,,77,425,2,,1,,8.5,,1,1,,,425,,,,,,722,,,,,425,,,,,,,,0,,,425,18464.7,0,10333.33,0,18464.7,28798.03,1,5,,3,425,,4,,337932.66,12209.5,0.42397,,,,425,Chapel HIll,NC,27517,6,1,,1200000,3,20120716,425,,,,,,,,0.5458,0.5458,0,0,0,425,,,,,,,,,,,425,,,,,,,,,,20,425,,0,20420901,18464.7,3333.33,0,0,425,0,0,Full,Two Years,Two Months
,426,1000383,0.0025,,,9999999,Group 2,1700007036,1,1,0,426,9,,,,,,2,4,0,,426,,,0,,20121023,1000000,0.04125,360,360,20121201,426,1,0,0,,997177.17,0.04125,4846.5,20130101,0,,426,,,,,,,,,,,426,,,,,,,,,,,426,,,,,,,,0,,241,426,1,,1,,16.25,,3,1,,,426,,,,,,755,,,,,426,,,,,,,,0,,,426,35093.04,0,0,0,35093.04,35093.04,1,5,,3,426,,4,,461609.78,7236.75,0.206216,,,,426,Virginia Beach,VA,23454,1,1,,1468000,3,20120814,426,,,,,,,,0.6811,0.6811,0,0,0,426,,,,,,,,,,,426,,,,,,,,,,16.25,426,,0,20421101,35093.04,0,0,0,426,0,0,Full,Two Years,Two Months
,427,1000383,0.0025,,,9999999,Group 2,1750006940,1,1,0,427,7,,,,,,1,4,0,,427,,,0,,20121011,592000,0.04125,360,360,20121201,427,1,0,0,,590328.87,0.04125,2869.13,20130101,0,,427,,,,,,,,,,,427,,,,,,,,,,,427,,,,,,,,0,,395,427,1,,0,,5,3,0,1,,,427,,,,,,737,,,,,427,,,,,,,,0,,,427,10728.86,0,0,0,10728.86,10728.86,1,5,,3,427,,4,,85414.19,3979.55,0.37092,,,100,427,Virginia Beach,VA,23454,1,1,740000,775000,3,20120921,427,,,,,,,,0.8,0.8,0,0,0,427,,,,,,,,,,,427,,,,,,,,,,21,427,20,0,20421101,10728.86,0,0,0,427,0,0,Full,Two Years,Two Months
,428,1000383,0.0025,,,9999999,Group 2,1750007840,1,1,0,428,7,,,,,,1,0,0,,428,,,0,,20121030,725000,0.03875,360,360,20121201,428,1,0,0,,722860.41,0.03875,3409.22,20130101,0,,428,,,,,,,,,,,428,,,,,,,,,,,428,,,,,,,,0,,232,428,2,,0,,18.5,11,0,1,,,428,,,,,,797,,,,,428,,,,,,,,0,,,428,23743.04,6236.82,0,0,29979.86,29979.86,1,5,,3,428,,4,,58188.97,7925,0.264344,,,100,428,WILLIAMSBURG,VA,23185,1,1,1100000,1100000,3,20121004,428,,,,,,,,0.659,0.659,0,0,0,428,,,,,,,,,,,428,,,,,,,,,,30,428,22,0,20421101,23743.04,0,0,6236.82,428,0,0,Full,Two Years,Two Months
,429,1000383,0.0025,,,9999999,Group 2,1750008004,1,1,0,429,6,,,,,,1,0,0,,429,,,0,,20121025,1299375,0.04,360,360,20121201,429,1,0,0,,1295624.44,0.04,6203.41,20130101,0,,429,,,,,,,,,,,429,,,,,,,,,,,429,,,,,,,,0,,384,429,1,,0,,5,9.5,0,1,,,429,,,,,,788,,,,,429,,,,,,,,0,,,429,8154.16,7341.66,4195.16,1458.33,15495.82,21149.31,1,5,,3,429,,4,,108433.77,8183.68,0.386948,,,100,429,Arlington,VA,22207,1,1,1750000,1750000,3,20121011,429,,,,,,,,0.7425,0.7425,0,0,0,429,,,,,,,,,,,429,,,,,,,,,,17,429,15,0,20421101,8154.16,0,0,7341.66,429,1458.33,0,Full,Two Years,Two Months
,430,1000383,0.0025,,,9999999,Group 2,1750008007,1,1,0,430,7,,,,,,1,0,0,,430,,,0,,20121031,1050000,0.04,360,360,20121201,430,1,0,0,,1046969.24,0.04,5012.86,20130101,0,,430,,,,,,,,,,,430,,,,,,,,,,,430,,,,,,,,0,,362,430,1,,0,,0,,0,1,,,430,,,,,,781,,,,,430,,,,,,,,0,,,430,36911.33,0,2648,0,36911.33,39559.33,1,5,,3,430,,4,,4759601.1,10661.75,0.269513,,,100,430,Vienna,VA,22182,7,1,1410000,1400000,3,20121009,430,,,,,,,,0.75,0.75,0,0,0,430,,,,,,,,,,,430,,,,,,,,,,0,430,,0,20421101,36911.33,0,0,0,430,0,0,Full,Two Years,Two Months
,431,1000200,0.0025,,,1000200,Group 2,2000006091,1,1,0,431,7,,,,,,1,4,0,,431,,,0,,20120830,1150000,0.04125,360,360,20121001,431,1,0,0,,1141670.37,0.04125,5573.47,20130101,0,,431,,,,,,,,,,,431,,,,,,,,,,,431,,,,,,,,0,,64,431,1,,0,,9.2,0,0,1,,,431,,,,,,791,,,,,431,,,,,,,,0,,,431,44332,0,-305,0,44332,44027,1,5,,3,431,,4,,360471.27,8974.68,0.203845,,,100,431,McLean,VA,22102,4,1,1575000,1575000,3,20120718,431,,,,,,,,0.7301,0.7301,0,0,0,431,,,,,,,,,,,431,,,,,,,,,,24,431,0,0,20420901,44332,0,0,0,431,0,0,Full,Two Years,Two Months
,432,1000200,0.0025,,,1000200,Group 2,2000007989,1,1,0,432,7,,,,,,1,0,0,,432,,,0,,20121022,1100000,0.04375,360,360,20121201,432,1,0,0,,1097031.15,0.04375,5492.14,20130101,0,,432,,,,,,,,,,,432,,,,,,,,,,,432,,,,,,,,0,,412,432,3,,0,,13.25,,0,1,,,432,,,,,,780,,,,,432,,,,,,,,0,,,432,14583.33,0,22008.25,0,14583.33,36591.58,0,5,,3,432,,4,,335754.86,13631.61,0.372534,,,100,432,Great Falls,VA,22066,1,1,1375000,1375000,3,20121005,432,,,,,,,,0.8,0.8,0,0,0,432,,,,,,,,,,,432,,,,,,,,,,14,432,,0,20421101,14583.33,0,22008.25,0,432,0,0,Full,Two Years,Two Months
,433,1002338,0.0025,,,1002338,Group 2,3000003677,1,1,0,433,3,,,,,,1,0,0,,433,,,0,,20120920,1920000,0.039,360,360,20121101,433,1,0,0,,1911524.43,0.039,9056.03,20130101,0,,433,,,,,,,,,,,433,,,,,,,,,,,433,,,,,,99,99,60,,402,433,8,,1,,20,20,6,1,,,433,,,,,,697,,,,,433,,,,,,,,0,,,433,141838,0,0,0,141838,141838,0,5,,3,433,,3,,5373337.56,17743.22,0.125095,,,,433,GLENELG,MD,21737,1,1,,3200000,3,20120511,433,,,,,,,,0.6,0.6,0,0,0,433,,,,,,,,,,,433,,,,,,,,,,20,433,20,0,20421001,141838,0,0,0,433,0,0,Full,Two Years,One Month
,434,1002338,0.0025,,,1002338,Group 2,3000005241,1,1,0,434,6,,,,,,1,0,0,,434,,,0,,20120717,787500,0.035,240,240,20120901,434,1,0,0,,773778.39,0.035,4567.18,20130101,0,,434,,,,,,,,,,,434,,,,,,,,,,,434,,,,,,99,99,60,,378,434,2,,0,,1.5,1,0,1,,,434,,,,,,738,,,,,434,,,,,,,,0,,,434,49242,0,0,0,49242,49242,0,5,,2,434,,4,,1449029,12498.85,0.253825,,,0,434,OWINGS MILLS,MD,21117,3,1,1050000,1050000,3,20120706,434,,,,,,,,0.75,0.75,0,0,0,434,,,,,,,,,,,434,,,,,,,,,,1.5,434,1,0,20320801,49242,0,0,0,434,0,0,Full,Two Years,Two Months
,435,1002338,0.0025,,,1002338,Group 2,3000006220,1,1,0,435,7,,,,,,1,0,0,,435,,,0,,20120821,936000,0.0395,360,360,20121001,435,1,0,0,,930530.39,0.0395,4441.67,20130101,0,,435,,,,,,,,,,,435,,,,,,,,,,,435,,,,,,99,99,60,,449,435,1,,0,,10,15,0,1,,,435,,,,,,736,,,,,435,,,,,,,,0,,,435,0,0,11430,6263,0,17693,0,5,,2,435,,4,,298156.7,5926.82,0.334981,,,0,435,FOREST HILL,MD,21050,1,1,1170000,1175000,3,20120803,435,,,,,,,,0.8,0.8,0,0,0,435,,,,,,,,,,,435,,,,,,,,,,10,435,,0,20420901,0,0,0,0,435,0,0,Full,Two Years,Two Months
,436,1002338,0.0025,,,1002338,Group 2,3000006585,1,1,0,436,9,,,,,,1,0,0,,436,,,0,,20121010,985000,0.0385,360,360,20121201,436,1,0,0,,982080.22,0.0385,4617.76,20130101,0,,436,,,,,,,,,,,436,,,,,,,,,,,436,,,,,,99,99,60,,446,436,1,,0,,7,2,1,1,,,436,,,,,,768,,,,,436,,,,,,,,0,,,436,14409.13,3992,4166.66,0,18401.13,22567.79,1,5,,3,436,,4,,273652.7,7405.6,0.328149,,,,436,EDGEWATER,MD,21037,3,1,,1350000,3,20120920,436,,,,,,,,0.7296,0.7296,0,0,0,436,,,,,,,,,,,436,,,,,,,,,,7,436,4,0,20421101,14409.13,4166.66,0,3992,436,0,0,Full,Two Years,Two Months
,437,1002338,0.0025,,,1002338,Group 2,3000006785,1,1,0,437,9,,,,,,1,0,0,,437,,,0,,20121015,785000,0.0425,360,360,20121201,437,1,0,0,,782833.13,0.0425,3861.73,20130101,0,,437,,,,,,,,,,,437,,,,,,,,,,,437,,,,,,,,0,,135,437,2,,0,,0,1,3,1,,,437,,,,,,784,,,,,437,,,,,,,,0,,,437,16666.66,10833.42,0,0,27500.08,27500.08,0,5,,2,437,,4,,287909.84,6575.57,0.239111,,,,437,Gaithersburg,MD,20878,4,1,,1130000,3,20120920,437,,,,,,,,0.6946,0.6946,0,0,0,437,,,,,,,,,,,437,,,,,,,,,,13,437,7,0,20421101,16666.66,0,0,10833.42,437,0,0,Full,Two Years,Two Months
,438,1002338,0.0025,,,1002338,Group 2,3000007000,1,1,0,438,6,,,,,,1,0,0,,438,,,0,,20120927,1072000,0.0365,360,360,20121201,438,1,0,0,,1068708.4,0.0365,4903.97,20130101,0,,438,,,,,,,,,,,438,,,,,,,,,,,438,,,,,,99,99,60,,318,438,1,,1,,6,6,0,1,,,438,,,,,,778,,,,,438,,,,,,,,0,,,438,0,0,28528,0,0,28528,0,4,,2,438,,4,,70886,7478.53,0.262147,,,0,438,POTOMAC,MD,20854,1,1,1340000,1355000,3,20120917,438,,,,,,,,0.8,0.8,0,0,0,438,,,,,,,,,,,438,,,,,,,,,,6,438,12,0,20421101,0,0,0,0,438,0,0,Full,Two Years,Two Months
,439,1002338,0.0025,,,1002338,Group 2,3000007598,1,1,0,439,7,,,,,,1,0,0,,439,,,0,,20121025,1128000,0.0365,360,360,20121201,439,1,0,0,,1124536.46,0.0365,5160.14,20130101,0,,439,,,,,,,,,,,439,,,,,,,,,,,439,,,,,,99,99,60,,514,439,3,,0,,0,3.75,0,1,,,439,,,,,,778,,,,,439,,,,,,,,0,,,439,25000,3281,1380,0,28281,29661,1,5,,2,439,,4,,895627.49,12636.33,0.426025,,,100,439,Centreville,VA,20120,3,1,1410000,1410000,3,20120926,439,,,,,,,,0.8,0.8,0,0,0,439,,,,,,,,,,,439,,,,,,,,,,13,439,4,0,20421101,25000,0,0,3281,439,0,0,Full,Two Years,Two Months
,440,1002338,0.0025,,,1002338,Group 2,3000007647,1,1,0,440,7,,,,,,1,0,0,,440,,,0,,20121012,585000,0.043,360,360,20121201,440,1,0,0,,583399.64,0.043,2895,20130101,0,,440,,,,,,,,,,,440,,,,,,,,,,,440,,,,,,99,99,60,,346,440,5,,0,,20,15,0,1,,,440,,,,,,781,,,,,440,,,,,,,,0,,,440,36806.26,2266.66,0,0,39072.92,39072.92,0,5,,3,440,,4,,763202.51,8740.61,0.2237,,,100,440,Rehoboth Beach,DE,19971,14,3,900000,900000,3,20120926,440,,,,,,,,0.65,0.65,0,0,0,440,,,,,,,,,,,440,,,,,,,,,,24,440,15,0,20421101,36806.26,0,0,2266.66,440,0,0,Full,Two Years,Two Months
,441,1002338,0.0025,,,1002338,Group 2,3000008708,1,1,0,441,7,,,,,,1,0,0,,441,,,0,,20121105,636750,0.0375,360,360,20130101,441,1,0,0,,635790.95,0.0375,2948.89,20130101,0,,441,,,,,,,,,,,441,,,,,,,,,,,441,,,,,,99,99,60,,382,441,1,,0,,2,,0,1,,,441,,,,,,798,,,,,441,,,,,,,,0,,,441,0,0,17206.92,0,0,17206.92,0,5,,2,441,,4,,842850.49,5817.01,0.338062,,,100,441,MILTON,DE,19968,1,2,849000,849000,3,20121025,441,,,,,,,,0.75,0.75,0,0,0,441,,,,,,,,,,,441,,,,,,,,,,2,441,,0,20421201,0,0,0,0,441,0,0,Full,Two Years,Two Months
